ciudad,latitud,longitud,fecha,temperatura_media,temperatura_max,temperatura_min,humedad_relativa,precipitacion,velocidad_viento,direccion_viento
Cuenca,-2.9001,-79.0059,2012-09-19,13.36,19.61,7.68,78.32,0.0,3.21,85.9
Cuenca,-2.9001,-79.0059,2012-09-20,13.69,19.69,7.91,81.84,4.4,2.75,94.2
Cuenca,-2.9001,-79.0059,2012-09-21,14.04,19.64,10.37,84.76,0.66,3.28,95.0
Cuenca,-2.9001,-79.0059,2012-09-22,12.42,17.4,8.28,86.47,2.06,4.23,84.4
Cuenca,-2.9001,-79.0059,2012-09-23,12.38,18.09,7.7,83.74,1.21,4.25,84.8
Cuenca,-2.9001,-79.0059,2012-09-24,12.12,16.9,7.91,85.12,6.09,2.85,99.9
Cuenca,-2.9001,-79.0059,2012-09-25,12.82,18.48,8.97,83.23,1.93,3.24,97.2
Cuenca,-2.9001,-79.0059,2012-09-26,12.47,17.37,8.83,86.59,1.35,5.08,90.5
Cuenca,-2.9001,-79.0059,2012-09-27,11.19,15.15,8.76,89.69,11.69,4.63,96.0
Cuenca,-2.9001,-79.0059,2012-09-28,12.15,17.21,8.25,86.41,0.97,3.27,100.7
Cuenca,-2.9001,-79.0059,2012-09-29,12.64,17.96,8.26,85.65,1.11,4.23,96.1
Cuenca,-2.9001,-79.0059,2012-09-30,12.41,17.89,8.42,86.96,5.75,4.41,89.2
Cuenca,-2.9001,-79.0059,2012-10-01,13.13,19.08,8.59,84.97,0.46,3.98,94.7
Cuenca,-2.9001,-79.0059,2012-10-02,13.45,19.73,7.53,78.26,0.03,3.49,77.6
Cuenca,-2.9001,-79.0059,2012-10-03,13.54,19.37,8.32,82.89,1.59,3.35,84.1
Cuenca,-2.9001,-79.0059,2012-10-04,14.08,19.36,9.85,83.94,6.05,2.52,92.4
Cuenca,-2.9001,-79.0059,2012-10-05,14.77,20.21,11.23,82.52,5.12,1.34,127.4
Cuenca,-2.9001,-79.0059,2012-10-06,13.75,18.28,10.04,84.45,6.16,1.23,317.9
Cuenca,-2.9001,-79.0059,2012-10-07,13.69,17.48,10.6,87.67,2.19,2.4,108.6
Cuenca,-2.9001,-79.0059,2012-10-08,12.9,16.37,10.21,87.17,1.18,3.43,88.6
Cuenca,-2.9001,-79.0059,2012-10-09,12.98,18.33,9.29,82.07,0.02,2.72,86.6
Cuenca,-2.9001,-79.0059,2012-10-10,14.56,19.81,9.99,78.44,0.03,1.75,97.4
Cuenca,-2.9001,-79.0059,2012-10-11,15.16,20.82,11.31,79.41,0.0,2.03,129.1
Cuenca,-2.9001,-79.0059,2012-10-12,13.86,18.19,10.92,86.99,1.15,2.2,107.4
Cuenca,-2.9001,-79.0059,2012-10-13,13.92,18.89,11.2,86.05,1.72,2.59,110.1
Cuenca,-2.9001,-79.0059,2012-10-14,13.84,19.38,10.65,85.03,0.26,3.04,106.5
Cuenca,-2.9001,-79.0059,2012-10-15,14.31,19.24,10.13,82.38,0.5,2.4,111.3
Cuenca,-2.9001,-79.0059,2012-10-16,14.39,19.37,11.42,85.56,12.22,1.65,150.2
Cuenca,-2.9001,-79.0059,2012-10-17,14.16,18.29,11.8,89.72,6.98,2.26,129.0
Cuenca,-2.9001,-79.0059,2012-10-18,13.62,17.61,11.6,89.19,3.32,1.71,126.8
Cuenca,-2.9001,-79.0059,2012-10-19,14.08,18.22,11.49,86.18,5.28,1.46,146.9
Cuenca,-2.9001,-79.0059,2012-10-20,13.26,16.61,11.11,90.03,2.17,2.19,105.6
Cuenca,-2.9001,-79.0059,2012-10-21,13.95,19.01,10.37,87.16,2.04,2.12,124.1
Cuenca,-2.9001,-79.0059,2012-10-22,14.36,19.68,10.8,86.12,6.03,1.71,114.1
Cuenca,-2.9001,-79.0059,2012-10-23,14.68,19.94,11.03,86.52,2.98,2.28,113.3
Cuenca,-2.9001,-79.0059,2012-10-24,13.66,17.09,11.04,88.64,1.82,2.99,98.7
Cuenca,-2.9001,-79.0059,2012-10-25,12.0,15.66,9.81,83.12,1.12,3.79,91.6
Cuenca,-2.9001,-79.0059,2012-10-26,12.99,18.7,8.95,74.93,0.63,3.37,85.7
Cuenca,-2.9001,-79.0059,2012-10-27,12.69,18.25,8.13,77.44,0.18,3.63,92.1
Cuenca,-2.9001,-79.0059,2012-10-28,13.34,19.03,9.13,83.59,0.29,3.97,99.1
Cuenca,-2.9001,-79.0059,2012-10-29,12.75,17.52,9.2,83.64,0.91,2.98,100.4
Cuenca,-2.9001,-79.0059,2012-10-30,12.78,18.16,8.89,82.4,1.3,2.59,100.3
Cuenca,-2.9001,-79.0059,2012-10-31,12.76,17.69,9.43,85.13,0.51,2.39,99.9
Cuenca,-2.9001,-79.0059,2012-11-01,13.81,19.43,9.7,80.44,2.09,2.15,107.3
Cuenca,-2.9001,-79.0059,2012-11-02,14.47,20.54,10.32,79.24,0.56,2.5,98.9
Cuenca,-2.9001,-79.0059,2012-11-03,13.92,18.91,10.6,85.94,2.81,2.25,97.7
Cuenca,-2.9001,-79.0059,2012-11-04,13.36,17.26,10.23,89.65,11.43,2.77,90.6
Cuenca,-2.9001,-79.0059,2012-11-05,13.7,18.65,11.22,88.64,9.31,1.97,89.4
Cuenca,-2.9001,-79.0059,2012-11-06,13.59,18.17,10.82,90.47,12.47,2.14,87.4
Cuenca,-2.9001,-79.0059,2012-11-07,14.01,18.78,11.05,85.47,1.75,2.01,85.6
Cuenca,-2.9001,-79.0059,2012-11-08,14.58,20.47,10.35,77.88,0.61,2.29,90.2
Cuenca,-2.9001,-79.0059,2012-11-09,14.19,19.06,10.54,85.76,3.36,2.18,83.2
Cuenca,-2.9001,-79.0059,2012-11-10,15.03,20.24,12.01,84.45,1.49,1.88,120.2
Cuenca,-2.9001,-79.0059,2012-11-11,14.05,17.85,11.92,90.86,5.22,2.82,93.2
Cuenca,-2.9001,-79.0059,2012-11-12,14.33,19.49,10.34,85.69,2.58,2.53,92.3
Cuenca,-2.9001,-79.0059,2012-11-13,14.43,19.14,10.26,87.24,1.56,2.46,116.3
Cuenca,-2.9001,-79.0059,2012-11-14,14.32,19.4,10.22,88.54,4.94,2.03,147.0
Cuenca,-2.9001,-79.0059,2012-11-15,13.82,17.74,10.42,87.57,4.1,2.09,218.9
Cuenca,-2.9001,-79.0059,2012-11-16,14.49,21.61,8.48,76.38,3.66,2.07,288.1
Cuenca,-2.9001,-79.0059,2012-11-17,14.25,20.88,9.06,77.22,0.72,1.56,217.5
Cuenca,-2.9001,-79.0059,2012-11-18,14.72,20.56,10.13,78.97,1.43,1.8,131.4
Cuenca,-2.9001,-79.0059,2012-11-19,15.16,19.85,11.84,86.28,2.85,2.08,103.6
Cuenca,-2.9001,-79.0059,2012-11-20,14.49,18.05,12.27,89.52,0.48,1.85,111.8
Cuenca,-2.9001,-79.0059,2012-11-21,14.99,19.72,11.99,85.96,5.84,1.64,108.3
Cuenca,-2.9001,-79.0059,2012-11-22,13.93,17.46,11.39,90.6,3.16,2.4,102.5
Cuenca,-2.9001,-79.0059,2012-11-23,14.91,20.47,11.08,82.62,0.1,2.24,77.6
Cuenca,-2.9001,-79.0059,2012-11-24,14.68,19.27,11.41,84.62,1.62,2.5,97.5
Cuenca,-2.9001,-79.0059,2012-11-25,13.55,16.84,11.42,89.59,3.13,2.38,85.3
Cuenca,-2.9001,-79.0059,2012-11-26,13.85,19.01,10.43,88.19,0.81,2.87,93.3
Cuenca,-2.9001,-79.0059,2012-11-27,14.69,20.04,11.11,84.48,1.94,2.04,87.1
Cuenca,-2.9001,-79.0059,2012-11-28,14.19,18.59,10.8,88.14,7.93,1.69,172.0
Cuenca,-2.9001,-79.0059,2012-11-29,13.68,19.31,9.48,82.49,6.06,2.47,281.7
Cuenca,-2.9001,-79.0059,2012-11-30,14.39,20.17,10.43,78.33,2.15,1.63,281.2
Cuenca,-2.9001,-79.0059,2012-12-01,14.58,19.39,11.52,79.72,1.01,1.67,184.5
Cuenca,-2.9001,-79.0059,2012-12-02,14.42,19.22,11.62,80.82,0.23,1.36,207.1
Cuenca,-2.9001,-79.0059,2012-12-03,14.36,20.19,10.26,77.64,0.09,1.61,290.0
Cuenca,-2.9001,-79.0059,2012-12-04,14.35,19.68,10.39,74.25,0.13,1.73,277.5
Cuenca,-2.9001,-79.0059,2012-12-05,14.7,20.89,9.95,74.3,0.52,1.61,276.2
Cuenca,-2.9001,-79.0059,2012-12-06,14.34,20.44,9.5,80.22,2.14,1.67,66.2
Cuenca,-2.9001,-79.0059,2012-12-07,13.97,17.95,11.46,89.4,1.34,2.06,105.3
Cuenca,-2.9001,-79.0059,2012-12-08,13.73,17.68,10.64,88.59,3.42,3.97,86.5
Cuenca,-2.9001,-79.0059,2012-12-09,13.21,17.68,10.11,86.32,2.88,4.94,76.1
Cuenca,-2.9001,-79.0059,2012-12-10,12.58,17.55,9.02,81.67,0.21,3.52,83.8
Cuenca,-2.9001,-79.0059,2012-12-11,13.77,18.57,9.22,84.85,8.29,2.07,85.4
Cuenca,-2.9001,-79.0059,2012-12-12,14.11,17.65,11.87,86.83,5.11,1.42,86.0
Cuenca,-2.9001,-79.0059,2012-12-13,13.59,16.66,11.53,88.4,2.8,1.31,257.3
Cuenca,-2.9001,-79.0059,2012-12-14,14.56,20.44,10.04,75.05,0.63,1.73,268.5
Cuenca,-2.9001,-79.0059,2012-12-15,14.57,20.98,8.76,74.3,0.0,1.68,284.9
Cuenca,-2.9001,-79.0059,2012-12-16,14.12,18.58,11.05,81.3,0.0,1.78,154.2
Cuenca,-2.9001,-79.0059,2012-12-17,13.94,19.73,10.38,78.49,0.34,1.46,155.4
Cuenca,-2.9001,-79.0059,2012-12-18,13.69,18.96,10.11,78.45,0.08,1.93,140.3
Cuenca,-2.9001,-79.0059,2012-12-19,13.33,17.09,10.86,86.76,4.86,1.47,139.7
Cuenca,-2.9001,-79.0059,2012-12-20,13.79,17.34,11.3,87.89,1.58,1.44,118.8
Cuenca,-2.9001,-79.0059,2012-12-21,14.35,19.12,10.82,87.28,7.41,2.83,80.8
Cuenca,-2.9001,-79.0059,2012-12-22,13.57,18.0,10.55,87.66,2.12,3.53,84.4
Cuenca,-2.9001,-79.0059,2012-12-23,12.66,16.75,9.97,88.64,1.54,3.55,85.7
Cuenca,-2.9001,-79.0059,2012-12-24,13.29,17.74,9.63,86.97,0.51,2.68,110.2
Cuenca,-2.9001,-79.0059,2012-12-25,14.16,19.13,10.23,89.07,5.83,2.47,105.4
Cuenca,-2.9001,-79.0059,2012-12-26,14.15,17.85,11.62,90.51,2.57,3.95,87.9
Cuenca,-2.9001,-79.0059,2012-12-27,13.21,17.78,9.33,88.49,4.6,3.66,79.4
Cuenca,-2.9001,-79.0059,2012-12-28,12.79,17.48,9.68,87.72,0.88,3.78,87.7
Cuenca,-2.9001,-79.0059,2012-12-29,13.32,18.63,8.87,85.7,0.78,3.5,75.8
Cuenca,-2.9001,-79.0059,2012-12-30,13.67,18.37,9.64,88.05,2.33,3.84,81.1
Cuenca,-2.9001,-79.0059,2012-12-31,13.11,17.47,10.02,87.03,2.97,3.59,80.4
Cuenca,-2.9001,-79.0059,2013-01-01,12.61,17.26,8.75,85.87,1.93,3.51,77.7
Cuenca,-2.9001,-79.0059,2013-01-02,12.57,17.22,8.04,86.88,1.99,3.72,73.4
Cuenca,-2.9001,-79.0059,2013-01-03,13.11,17.52,9.2,89.51,7.09,4.01,82.7
Cuenca,-2.9001,-79.0059,2013-01-04,13.1,16.99,9.79,89.68,2.53,3.64,79.4
Cuenca,-2.9001,-79.0059,2013-01-05,13.46,18.83,9.44,87.57,2.48,3.95,81.5
Cuenca,-2.9001,-79.0059,2013-01-06,13.42,18.46,9.26,86.07,1.47,3.4,75.7
Cuenca,-2.9001,-79.0059,2013-01-07,13.86,20.06,9.28,84.7,0.3,3.87,71.4
Cuenca,-2.9001,-79.0059,2013-01-08,13.31,19.13,8.91,87.34,0.84,4.5,78.0
Cuenca,-2.9001,-79.0059,2013-01-09,13.4,18.26,9.41,88.82,2.23,3.93,87.9
Cuenca,-2.9001,-79.0059,2013-01-10,14.04,18.53,11.32,87.89,1.14,3.8,85.8
Cuenca,-2.9001,-79.0059,2013-01-11,14.13,19.22,10.17,87.78,1.14,3.07,82.2
Cuenca,-2.9001,-79.0059,2013-01-12,14.9,19.46,11.82,86.21,4.63,1.77,107.5
Cuenca,-2.9001,-79.0059,2013-01-13,14.74,18.8,11.9,87.11,1.23,2.31,124.0
Cuenca,-2.9001,-79.0059,2013-01-14,14.79,19.87,10.79,87.9,4.89,3.1,96.1
Cuenca,-2.9001,-79.0059,2013-01-15,14.76,19.75,10.65,82.52,5.99,2.17,103.3
Cuenca,-2.9001,-79.0059,2013-01-16,14.39,17.64,12.09,89.13,3.82,2.03,123.1
Cuenca,-2.9001,-79.0059,2013-01-17,14.48,18.82,11.54,88.24,14.91,1.9,114.0
Cuenca,-2.9001,-79.0059,2013-01-18,14.75,19.84,11.4,90.57,3.04,3.8,101.9
Cuenca,-2.9001,-79.0059,2013-01-19,14.43,20.0,9.76,86.48,0.24,3.76,78.0
Cuenca,-2.9001,-79.0059,2013-01-20,14.89,20.48,10.2,86.83,1.29,3.55,81.5
Cuenca,-2.9001,-79.0059,2013-01-21,14.74,18.98,11.64,89.52,1.44,3.18,76.7
Cuenca,-2.9001,-79.0059,2013-01-22,14.83,19.11,11.87,90.39,3.91,3.82,90.6
Cuenca,-2.9001,-79.0059,2013-01-23,14.49,19.23,11.43,89.42,8.4,2.79,95.7
Cuenca,-2.9001,-79.0059,2013-01-24,14.34,17.75,12.01,89.55,16.81,1.45,133.3
Cuenca,-2.9001,-79.0059,2013-01-25,14.58,17.95,11.99,89.96,8.57,2.11,105.8
Cuenca,-2.9001,-79.0059,2013-01-26,15.27,20.23,11.55,85.96,1.25,2.66,95.6
Cuenca,-2.9001,-79.0059,2013-01-27,14.98,19.52,11.96,88.26,10.16,3.61,81.0
Cuenca,-2.9001,-79.0059,2013-01-28,13.81,17.5,10.65,90.0,3.39,3.95,77.8
Cuenca,-2.9001,-79.0059,2013-01-29,14.17,19.42,9.34,85.17,0.33,3.18,86.2
Cuenca,-2.9001,-79.0059,2013-01-30,14.75,19.19,11.58,87.5,3.63,2.98,92.8
Cuenca,-2.9001,-79.0059,2013-01-31,14.95,20.17,10.7,85.83,1.56,2.43,81.7
Cuenca,-2.9001,-79.0059,2013-02-01,14.68,18.2,12.6,89.12,1.24,1.91,152.2
Cuenca,-2.9001,-79.0059,2013-02-02,14.01,17.48,11.84,88.3,1.62,2.22,157.9
Cuenca,-2.9001,-79.0059,2013-02-03,14.6,19.65,10.6,84.92,5.47,2.4,119.7
Cuenca,-2.9001,-79.0059,2013-02-04,13.47,16.04,11.47,94.11,22.56,2.13,93.4
Cuenca,-2.9001,-79.0059,2013-02-05,13.21,16.88,10.87,91.27,4.98,2.15,95.3
Cuenca,-2.9001,-79.0059,2013-02-06,14.3,18.56,11.17,87.85,2.6,2.11,102.0
Cuenca,-2.9001,-79.0059,2013-02-07,14.71,18.61,11.97,88.69,5.33,1.4,131.0
Cuenca,-2.9001,-79.0059,2013-02-08,14.1,17.4,11.82,91.29,1.97,1.05,131.9
Cuenca,-2.9001,-79.0059,2013-02-09,12.8,15.76,10.31,88.24,3.48,0.86,278.1
Cuenca,-2.9001,-79.0059,2013-02-10,14.14,18.42,11.6,85.31,5.89,1.47,174.1
Cuenca,-2.9001,-79.0059,2013-02-11,13.8,17.89,11.39,87.4,5.96,1.32,176.0
Cuenca,-2.9001,-79.0059,2013-02-12,13.53,17.4,10.49,84.77,3.68,1.35,187.6
Cuenca,-2.9001,-79.0059,2013-02-13,13.55,17.76,10.42,85.66,3.89,2.16,118.7
Cuenca,-2.9001,-79.0059,2013-02-14,13.43,17.0,11.15,88.9,6.3,2.16,124.8
Cuenca,-2.9001,-79.0059,2013-02-15,12.53,16.72,9.95,87.68,1.76,2.72,76.6
Cuenca,-2.9001,-79.0059,2013-02-16,12.16,16.61,9.18,90.02,0.84,3.08,88.1
Cuenca,-2.9001,-79.0059,2013-02-17,13.86,18.65,10.46,83.58,5.97,2.27,89.3
Cuenca,-2.9001,-79.0059,2013-02-18,13.42,17.25,10.46,89.8,12.52,2.95,88.6
Cuenca,-2.9001,-79.0059,2013-02-19,12.75,16.65,9.58,89.27,4.47,3.48,84.2
Cuenca,-2.9001,-79.0059,2013-02-20,12.25,16.91,9.06,89.46,3.03,3.67,79.6
Cuenca,-2.9001,-79.0059,2013-02-21,12.87,18.02,8.67,88.48,1.02,3.53,88.6
Cuenca,-2.9001,-79.0059,2013-02-22,12.69,16.31,10.62,91.36,2.35,3.48,98.4
Cuenca,-2.9001,-79.0059,2013-02-23,13.39,18.27,9.71,88.69,0.34,3.79,91.2
Cuenca,-2.9001,-79.0059,2013-02-24,13.67,18.26,9.92,88.62,0.18,3.16,84.7
Cuenca,-2.9001,-79.0059,2013-02-25,14.19,17.85,11.38,89.91,0.64,2.76,86.8
Cuenca,-2.9001,-79.0059,2013-02-26,13.16,15.59,10.76,91.84,9.58,3.35,75.5
Cuenca,-2.9001,-79.0059,2013-02-27,12.97,16.96,10.34,89.86,4.02,4.39,87.0
Cuenca,-2.9001,-79.0059,2013-02-28,13.08,16.89,10.54,89.31,3.43,3.93,82.6
Cuenca,-2.9001,-79.0059,2013-03-01,12.82,16.83,9.87,90.65,9.74,3.13,86.3
Cuenca,-2.9001,-79.0059,2013-03-02,13.48,17.28,10.88,87.63,4.56,3.11,81.6
Cuenca,-2.9001,-79.0059,2013-03-03,13.77,17.78,10.39,89.36,1.59,3.57,93.0
Cuenca,-2.9001,-79.0059,2013-03-04,12.85,15.93,10.23,90.99,1.09,3.49,98.5
Cuenca,-2.9001,-79.0059,2013-03-05,13.03,18.55,9.3,87.53,1.02,2.97,88.1
Cuenca,-2.9001,-79.0059,2013-03-06,13.92,18.93,9.99,88.97,5.84,2.85,91.2
Cuenca,-2.9001,-79.0059,2013-03-07,13.96,18.31,11.4,87.53,1.17,3.03,78.7
Cuenca,-2.9001,-79.0059,2013-03-08,13.15,17.88,10.36,89.99,0.02,4.11,87.1
Cuenca,-2.9001,-79.0059,2013-03-09,13.35,17.69,10.02,89.34,1.07,4.13,91.9
Cuenca,-2.9001,-79.0059,2013-03-10,14.06,18.05,10.33,89.45,1.46,3.8,95.5
Cuenca,-2.9001,-79.0059,2013-03-11,14.32,17.47,12.44,92.53,0.99,3.16,103.7
Cuenca,-2.9001,-79.0059,2013-03-12,14.59,19.41,11.17,84.73,1.64,2.93,84.3
Cuenca,-2.9001,-79.0059,2013-03-13,14.27,18.26,11.22,83.24,4.05,2.5,87.0
Cuenca,-2.9001,-79.0059,2013-03-14,13.79,17.41,11.58,88.57,3.43,1.87,101.7
Cuenca,-2.9001,-79.0059,2013-03-15,14.05,17.99,10.91,88.45,3.59,2.48,125.5
Cuenca,-2.9001,-79.0059,2013-03-16,13.39,16.59,11.44,89.95,6.68,2.42,103.7
Cuenca,-2.9001,-79.0059,2013-03-17,13.59,17.3,10.92,92.27,6.39,3.03,105.6
Cuenca,-2.9001,-79.0059,2013-03-18,14.02,17.87,11.19,88.41,0.94,1.29,147.4
Cuenca,-2.9001,-79.0059,2013-03-19,14.5,17.72,12.3,88.52,1.87,1.22,175.0
Cuenca,-2.9001,-79.0059,2013-03-20,15.13,20.94,11.3,79.26,16.33,1.79,275.0
Cuenca,-2.9001,-79.0059,2013-03-21,13.95,17.93,10.75,78.19,0.35,1.76,221.8
Cuenca,-2.9001,-79.0059,2013-03-22,14.09,19.11,10.5,84.99,1.97,2.43,111.0
Cuenca,-2.9001,-79.0059,2013-03-23,13.73,18.63,10.55,88.96,1.81,2.19,101.0
Cuenca,-2.9001,-79.0059,2013-03-24,15.05,19.84,11.46,86.38,1.6,1.58,116.0
Cuenca,-2.9001,-79.0059,2013-03-25,14.12,17.66,11.21,91.22,2.7,2.03,88.7
Cuenca,-2.9001,-79.0059,2013-03-26,13.71,16.47,11.73,92.74,3.3,2.6,78.9
Cuenca,-2.9001,-79.0059,2013-03-27,13.72,17.85,10.83,89.28,4.84,3.05,78.1
Cuenca,-2.9001,-79.0059,2013-03-28,14.09,18.6,11.16,88.89,3.96,3.78,91.9
Cuenca,-2.9001,-79.0059,2013-03-29,13.48,18.02,9.83,89.75,2.27,3.68,91.6
Cuenca,-2.9001,-79.0059,2013-03-30,13.27,16.81,10.33,91.02,4.67,3.53,88.9
Cuenca,-2.9001,-79.0059,2013-03-31,13.04,17.19,10.26,90.2,1.15,3.53,89.3
Cuenca,-2.9001,-79.0059,2013-04-01,13.46,18.0,9.76,91.73,7.5,3.75,92.6
Cuenca,-2.9001,-79.0059,2013-04-02,13.24,17.01,10.62,90.23,0.83,3.63,88.0
Cuenca,-2.9001,-79.0059,2013-04-03,13.64,18.8,9.62,87.72,0.62,3.31,86.7
Cuenca,-2.9001,-79.0059,2013-04-04,13.39,16.89,10.35,90.38,1.55,2.15,88.0
Cuenca,-2.9001,-79.0059,2013-04-05,14.14,18.63,11.2,86.32,0.18,2.09,103.2
Cuenca,-2.9001,-79.0059,2013-04-06,14.96,18.91,12.17,86.62,2.98,2.67,104.5
Cuenca,-2.9001,-79.0059,2013-04-07,13.9,18.79,10.76,87.92,3.74,3.46,81.6
Cuenca,-2.9001,-79.0059,2013-04-08,13.08,17.15,9.88,88.15,2.45,3.48,87.9
Cuenca,-2.9001,-79.0059,2013-04-09,13.58,18.7,9.52,86.98,1.49,3.49,84.9
Cuenca,-2.9001,-79.0059,2013-04-10,13.73,18.6,9.82,82.28,0.16,2.48,91.5
Cuenca,-2.9001,-79.0059,2013-04-11,14.59,19.97,10.49,86.33,1.94,2.52,89.1
Cuenca,-2.9001,-79.0059,2013-04-12,14.47,19.23,10.76,89.65,9.09,3.52,81.5
Cuenca,-2.9001,-79.0059,2013-04-13,13.71,18.1,10.04,90.01,0.95,3.85,84.8
Cuenca,-2.9001,-79.0059,2013-04-14,13.38,16.91,11.18,93.4,3.71,4.94,92.5
Cuenca,-2.9001,-79.0059,2013-04-15,13.27,17.51,10.16,89.98,1.78,4.28,96.2
Cuenca,-2.9001,-79.0059,2013-04-16,13.22,17.19,10.3,89.99,0.87,3.89,95.8
Cuenca,-2.9001,-79.0059,2013-04-17,12.83,16.77,10.12,89.31,1.47,3.52,99.1
Cuenca,-2.9001,-79.0059,2013-04-18,12.79,17.49,8.87,88.74,4.16,3.05,106.7
Cuenca,-2.9001,-79.0059,2013-04-19,12.84,16.19,10.83,91.62,11.89,3.45,112.2
Cuenca,-2.9001,-79.0059,2013-04-20,12.66,17.28,9.88,85.18,0.51,2.56,120.9
Cuenca,-2.9001,-79.0059,2013-04-21,13.32,17.77,9.11,82.57,1.5,2.32,125.9
Cuenca,-2.9001,-79.0059,2013-04-22,12.91,16.56,10.58,89.93,9.39,2.63,117.6
Cuenca,-2.9001,-79.0059,2013-04-23,12.52,17.52,8.47,87.39,0.32,3.36,98.0
Cuenca,-2.9001,-79.0059,2013-04-24,10.67,16.94,5.54,77.09,0.0,3.34,91.2
Cuenca,-2.9001,-79.0059,2013-04-25,11.19,17.62,5.64,70.48,0.0,2.82,102.6
Cuenca,-2.9001,-79.0059,2013-04-26,13.02,20.2,6.45,70.77,0.0,2.2,131.6
Cuenca,-2.9001,-79.0059,2013-04-27,14.44,21.32,8.38,77.23,0.01,2.27,175.0
Cuenca,-2.9001,-79.0059,2013-04-28,14.69,19.94,10.37,80.8,0.81,2.38,135.8
Cuenca,-2.9001,-79.0059,2013-04-29,13.58,18.43,10.07,83.98,1.63,3.21,104.5
Cuenca,-2.9001,-79.0059,2013-04-30,13.07,17.73,9.78,85.98,5.05,3.18,95.5
Cuenca,-2.9001,-79.0059,2013-05-01,13.43,18.17,9.78,87.02,1.91,3.15,103.3
Cuenca,-2.9001,-79.0059,2013-05-02,12.61,15.5,10.6,90.9,2.32,2.38,112.4
Cuenca,-2.9001,-79.0059,2013-05-03,14.11,19.22,10.28,81.46,4.13,2.32,117.4
Cuenca,-2.9001,-79.0059,2013-05-04,13.81,19.05,10.17,85.53,0.88,2.23,108.4
Cuenca,-2.9001,-79.0059,2013-05-05,13.8,18.23,10.99,87.65,9.89,2.78,116.5
Cuenca,-2.9001,-79.0059,2013-05-06,12.25,15.87,9.75,88.85,6.61,2.56,105.3
Cuenca,-2.9001,-79.0059,2013-05-07,11.87,15.37,9.63,90.98,5.86,2.85,110.8
Cuenca,-2.9001,-79.0059,2013-05-08,12.08,16.25,9.41,89.48,0.74,3.38,115.9
Cuenca,-2.9001,-79.0059,2013-05-09,12.78,16.86,9.2,89.63,0.74,2.94,109.8
Cuenca,-2.9001,-79.0059,2013-05-10,13.89,18.42,10.5,87.29,3.38,2.13,96.5
Cuenca,-2.9001,-79.0059,2013-05-11,14.04,18.85,10.03,87.3,4.68,2.64,88.5
Cuenca,-2.9001,-79.0059,2013-05-12,13.37,17.73,10.1,86.13,0.98,3.07,83.3
Cuenca,-2.9001,-79.0059,2013-05-13,12.36,17.12,8.15,87.17,2.56,3.45,81.0
Cuenca,-2.9001,-79.0059,2013-05-14,12.41,16.23,9.54,90.94,1.57,2.83,77.7
Cuenca,-2.9001,-79.0059,2013-05-15,13.18,17.65,10.12,86.88,1.92,2.44,94.1
Cuenca,-2.9001,-79.0059,2013-05-16,13.67,17.81,10.99,87.05,3.0,2.57,85.4
Cuenca,-2.9001,-79.0059,2013-05-17,13.36,17.81,9.7,89.43,1.37,3.27,79.9
Cuenca,-2.9001,-79.0059,2013-05-18,13.42,17.55,10.45,89.66,1.61,3.5,79.3
Cuenca,-2.9001,-79.0059,2013-05-19,12.84,16.62,10.41,91.93,8.16,3.67,89.8
Cuenca,-2.9001,-79.0059,2013-05-20,12.24,16.53,9.67,91.68,10.04,2.91,96.0
Cuenca,-2.9001,-79.0059,2013-05-21,12.14,15.96,9.97,89.2,5.27,3.04,105.8
Cuenca,-2.9001,-79.0059,2013-05-22,12.34,16.84,9.34,86.19,0.11,2.78,95.8
Cuenca,-2.9001,-79.0059,2013-05-23,11.89,16.68,8.07,85.86,2.36,2.97,95.2
Cuenca,-2.9001,-79.0059,2013-05-24,12.24,17.26,7.68,85.25,0.28,2.96,91.5
Cuenca,-2.9001,-79.0059,2013-05-25,12.2,17.05,8.57,89.34,14.54,3.29,92.0
Cuenca,-2.9001,-79.0059,2013-05-26,12.12,16.13,9.53,90.89,10.78,2.88,93.2
Cuenca,-2.9001,-79.0059,2013-05-27,13.25,18.43,10.01,86.82,4.15,2.34,96.8
Cuenca,-2.9001,-79.0059,2013-05-28,13.04,17.74,9.02,88.18,2.7,2.38,87.0
Cuenca,-2.9001,-79.0059,2013-05-29,13.67,17.56,11.0,87.35,4.8,1.7,112.3
Cuenca,-2.9001,-79.0059,2013-05-30,13.45,17.86,10.82,88.43,19.14,2.52,87.2
Cuenca,-2.9001,-79.0059,2013-05-31,12.93,17.19,10.53,84.17,9.34,1.89,93.6
Cuenca,-2.9001,-79.0059,2013-06-01,12.37,16.41,9.33,86.95,1.13,2.46,85.4
Cuenca,-2.9001,-79.0059,2013-06-02,11.65,16.17,7.72,87.57,5.43,3.98,80.9
Cuenca,-2.9001,-79.0059,2013-06-03,10.55,14.63,6.72,88.48,2.55,4.92,78.6
Cuenca,-2.9001,-79.0059,2013-06-04,9.76,13.61,6.84,89.02,1.82,5.64,91.7
Cuenca,-2.9001,-79.0059,2013-06-05,10.53,15.4,7.13,87.98,0.54,4.38,90.8
Cuenca,-2.9001,-79.0059,2013-06-06,10.61,15.56,6.92,88.36,4.77,3.97,84.1
Cuenca,-2.9001,-79.0059,2013-06-07,10.2,14.39,6.63,91.01,4.08,4.25,92.1
